sampling_location,duplicate_sample,sample_date,sample_time,weather_condition_dry_or_wet,top_sample_temperature_c,bottom_sample_temperature_c,site_actual_depth_ft,top_sample_depth_ft,bottom_sample_depth_ft,top_salinity_psu,bottom_salinity_psu,top_conductivity_s_m,bottom_conductivity_s_m,ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,percentage_o2_saturation_top_sample,percentage_o2_saturation_bottom_sample,light_trans_transparency_top_sample,light_trans_transparency_bottom_sample,top_sigma_t_kg_m3,bottom_sigma_t_kg_m3,top_fluorometer_mg_m3,bottom_fluorometer_mg_m3,ctd_conductivity_temperature_depth_profiler_ph_top_sample,ctd_conductivity_temperature_depth_profiler_ph_bottom_sample,top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s,top_sample_par_ue_s_m2,bottom_sample_par_ue_s_ue_s_m2,oxidation_reduction_potential_mv_top_sample,oxidation_reduction_potential_mv_bottom_sample,current_speed_knot,current_direction_current_direction,wind_speed_mph,wind_direction_wind_direction,sea_state,winkler_method_top_dissolved_oxygen_mg_l,winkler_method_bottom_dissolved_oxygen_mg_l,secchi_depth_ft,top_ph,bottom_ph,top_total_coliform_cells_100_ml,top_bottom_coliform_cells_100_ml,fecal_coliform_top_sample_less_than_or_greater_than_result,fecal_coliform_bottom_sample_less_than_or_greater_than_result,top_fecal_coliform_bacteria_cells_100ml,bottom_fecal_coliform_bacteria_cells_100ml,enterococcus_top_sample_less_than_or_greater_than_result,enterococcus_bottom_sample_less_than_or_greater_than_result,top_enterococci_bacteria_cells_100ml,bottom_enterococci_bacteria_cells_100ml,top_nitrate_nitrite_mg_l,bottom_nitrate_nitrite_mg_l,top_ammonium_mg_l,bottom_ammonium_mg_l,top_ortho_phosphorus_mg_l,bottom_ortho_phosphorus_mg_l,top_total_kjeldhal_nitrogen_mg_l,bottom_total_kjeldhal_nitrogen_mg_l,top_silica_mg_l,bottom_silica_mg_l,total_phosphorus_mg_l,bottom_total_phosphorus_mg_l,top_total_suspended_solid_mg_l,bottom_total_suspended_solid_mg_l,top_active_chlorophyll_a_g_l,bottom_active_chlorophyll_a_g_l,chlorophyll_top_sample_field_u_l_ysi,chlorophyll_bottom_sample_field_u_l_ysi,top_total_organic_carbon_mg_l,top_dissolved_organic_carbon_mg_l,bottom_dissolved_organic_carbon_mg_l,top_dissolved_organic_carbon_ysi_mg_l,bottom_dissolved_organic_carbon_ysi_mg_l,top_sample_depth_ysi_ft,bottom_depth_ysi_ft,top_sample_salinity_ysi_psu,bottom_sample_salinity_ysi_psu,top_sample_temperature_ysi_c,bottom_sample_temperature_ysi_c,top_bacteria_per_c_c_1909,bottom_bacteria_per_c_c_1909,top_beam_attenuation_coefficient,bottom_beam_attenuation_coefficient,top_five_day_biochemical_oxygen_demand_mg_l,bottom_five_day_biochemical_oxygen_demand_mg_l,top_pcb_plate_count_thous_ml,bottom_pcb_plate_count_thous_ml,top_coliform_log_no_ml,bottom_coliform_log_no_ml,oakwood_bod_top_sample_mg_l,oakwood_bod_bottom_sample_mg_l,oakwood_total_suspended_solid_top_sample_mg_l,oakwood_total_suspended_solid_bottom_sample_mg_l,top_turbidity_nephelometric_turbidity_units,bottom_turbidity_ysi_nephelometric_turbidity_units,sampling_comment,long,lat,type
GC6,,2021-07-14T00:00:00.000,10:12 AM,W,,,14.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24,7.23,,,,,2800,2400,,,360,380,,,,,,,,,,,,,,,,,0.57,0.52,,,,2.98,2.21,,,22.05,23.25,27.17,27.01,,,,,,,,,,,,,,,1.47,2.34,,-73.99639,"40.67417,",Provisional
CIC2,,2021-07-14T00:00:00.000,11:10 AM,W,,,9.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49,,,,,,7000,,E,,20,,,,,,,,,,,,,,,,,,1.54,,,,,4.33,,,,23.97,,27.28,,,,,,,,,,,,,,,,2.19,,,-73.98564,"40.58167,",Provisional
GC6,D,2021-07-14T00:00:00.000,10:12 AM,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.99639,"40.67417,",Provisional
SP1,,2021-07-14T00:00:00.000,11:39 AM,W,,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61,,,,E,,70,,<,,10,,,,,,,,,,,,,,,,,,2.24,,,,,4.36,,,,29.11,,29.41,,,,,,,,,,,,,,,,3.09,,,-73.86029,"40.65507,",Provisional
NC3,,2021-07-15T00:00:00.000,10:35 AM,,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13,2.92,,,,3.94,3.68,,,20.88,21.80,23.57,22.94,,,,,,,,,,,,,,,8.30,33.31,Lots of floatables,-73.94617,"40.73717,",Provisional
NC0,,2021-07-15T00:00:00.000,9:35 AM,,,,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92,13.64,,,,4.92,4.99,,,18.88,18.89,23.86,23.84,,,,,,,,,,,,,,,3.57,3.53,"Aeration on, lots of floatables, multiples breaks in aeration line",-73.93156,"40.71496,",Provisional
NC2,,2021-07-15T00:00:00.000,10:22 AM,,,,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49,7.06,,,,,,,,,,,,,,,,,,,,,,,,,,,50.52,3.87,,,,7.62,1.77,,,20.66,21.49,23.95,23.01,,,,,,,,,,,,,,,2.79,4.88,"Reddish water, lots of floatables",-73.9355,"40.72883,",Provisional
NC0A,,2021-07-15T00:00:00.000,9:53 AM,,,,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,13.60,6.06,,,,3.60,0.69,,,20.50,21.28,23.26,22.68,,,,,,,,,,,,,,,3.44,3.82,"Aeration on, lots of floatables, multiples breaks in aeration line",-73.924667,"40.718167,",Provisional
NC1,,2021-07-15T00:00:00.000,10:10 AM,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,27.99,4.32,,,,4.69,0.99,,,20.69,21.53,23.56,22.70,,,,,,,,,,,,,,,2.56,3.51,"Reddish water, lots of floatables",-73.92704,"40.72455,",Provisional
N3B,,2021-07-19T00:00:00.000,12:16 PM,W,25.91,24.41,68.00,3,61,3.61,15.69,0.67,2.5,6.10,4.39,76.5,57.5,53.9,45.6,-0.53,9.13,3.39,1.95,7.69,7.48,905,812,0,3.000E+02,3.262E+02,1.5,S,10.00,N,1,6.32,4.65,2.0,7.74,7.49,,,E,,28,,E,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.96533,"40.82083,",Provisional
E4,D,2021-07-19T00:00:00.000,2:32 PM,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,4.22,3.0,,,,,,,80,,E,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.922,"40.7825,",Provisional
E7,,2021-07-19T00:00:00.000,4:14 PM,W,23.19,22.64,41.00,3,39,23.95,24.59,3.64,3.7,4.03,3.85,54.1,51.3,65.9,57.1,15.53,16.20,1.90,2.17,7.51,7.54,2002,969,0,2.614E+02,2.654E+02,1.6,W,8.00,N,1,4.24,4.05,3.5,7.54,7.55,,,,,74,,E,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.8205,"40.805,",Provisional
FLC2,,2021-07-19T00:00:00.000,5:18 PM,W,24.44,24.39,17.00,3,15,22.81,22.83,3.57,3.6,4.15,4.10,56.7,55.9,14.8,13.7,14.31,14.35,8.42,8.69,7.44,7.45,1736,1570,0,1.454E+02,1.500E+02,1.0,N,6.00,NW,1,4.20,4.36,0.5,7.50,7.47,,,,,570,,E,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.842833,"40.765000,",Provisional
N4,,2021-07-19T00:00:00.000,11:49 AM,W,25.84,23.98,41.00,3,43,4.62,19.58,0.85,3.1,6.27,4.33,79.1,57.6,53.7,53.8,0.28,12.02,4.31,1.67,7.70,7.52,862,809,0,2.440E+02,2.590E+02,2.0,S,2.00,N,1,6.36,4.60,2.0,7.73,7.57,,,E,,24,,E,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.005833,"40.7645,",Provisional
LN1,,2021-07-19T00:00:00.000,3:40 PM,W,24.90,,6.00,3,,24.05,,3.78,,9.61,,133.1,,12.7,,15.10,,18.15,,7.97,,2509,2891,,2.519E+02,,0.7,N,8.00,N,1,10.97,,1.5,8.12,,,,E,,36,,E,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.760833,"40.778000,",Provisional
BR5,,2021-07-19T00:00:00.000,4:34 PM,W,22.96,22.77,10.00,3,10,24.62,24.79,3.72,3.7,4.78,3.76,64.2,50.3,43.2,42.4,16.07,16.33,15.97,10.63,7.68,7.66,617,525,2,2.395E+02,2.479E+02,1.7,SE,7.00,NW,1,8.12,,2.0,7.93,,,,E,,180,,<,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.871660,"40.813900,",Provisional
FLC1,,2021-07-19T00:00:00.000,5:10 PM,W,24.62,24.19,12.00,3,9,22.09,22.71,3.49,3.5,2.99,2.43,40.7,33.0,33.9,24.8,13.71,14.31,11.39,6.44,7.37,7.37,2000,1189,0,1.278E+02,1.133E+02,1.0,N,2.00,N,1,3.05,,2.0,7.40,,,,,,4400,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.836667,"40.762167,",Provisional
E6,,2021-07-19T00:00:00.000,5:41 PM,W,23.84,23.44,22.00,3,16,22.91,23.52,3.55,3.6,4.16,3.95,56.1,53.2,68.6,66.7,14.54,15.14,2.07,1.67,7.48,7.48,1580,1036,22,2.381E+02,2.399E+02,0.5,N,10.00,NW,1,4.30,4.22,4.0,7.51,7.49,,,,,42,,<,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.86083,"40.7855,",Provisional
E10,,2021-07-19T00:00:00.000,3:12 PM,W,23.32,20.00,67.00,3,70,24.93,26.59,3.79,3.7,5.96,3.09,80.7,39.7,62.3,60.0,16.22,18.36,13.98,1.62,7.70,7.56,1181,888,0,2.100E+02,2.088E+02,0.5,N,10.00,N,1,6.06,3.84,4.0,7.77,7.62,,,,,54,,<,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.767060,"40.841840,",Provisional
FB1,,2021-07-19T00:00:00.000,5:34 PM,W,23.95,23.38,17.00,3,18,22.97,23.65,3.56,3.6,4.24,4.04,57.4,54.3,61.0,55.8,14.44,15.25,2.86,2.13,7.50,7.51,1590,1529,5,2.220E+02,2.259E+02,1.0,N,12.00,N,1,4.37,4.44,3.0,7.52,7.51,,,,,46,,E,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.853058,"40.772042,",Provisional
E11,,2021-07-19T00:00:00.000,3:49 PM,W,24.27,,5.00,3,,24.28,,3.77,,9.39,,128.9,,44.4,,15.46,,17.87,,8.06,,1126,982,,2.487E+02,,0.7,N,9.00,N,1,10.27,,2.0,8.15,,,,E,,36,,E,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.764360,"40.787660,",Provisional
E4,,2021-07-19T00:00:00.000,2:32 PM,W,23.73,23.73,66.00,3,50,22.49,22.51,3.48,3.5,3.95,3.87,53.1,52.1,65.4,65.7,14.28,14.29,1.18,1.31,7.42,7.45,2562,2393,0,2.481E+02,2.513E+02,3.4,E,8.00,E,1,4.63,4.04,3.0,7.47,7.45,,,E,,68,,E,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.922,"40.7825,",Provisional
E2,,2021-07-19T00:00:00.000,10:58 AM,W,23.83,23.72,53.20,3,50,22.04,22.38,3.42,3.5,3.94,3.91,53.0,52.6,66.3,65.8,13.92,14.19,1.21,1.28,7.41,7.41,904,731,0,2.548E+02,2.554E+02,1.6,SSE,1.00,NE,1,4.13,4.04,3.5,7.33,7.35,,,,,94,,E,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.970300,"40.735700,",Provisional
E14,,2021-07-19T00:00:00.000,4:45 PM,W,23.63,23.47,16.00,3,18,22.76,23.06,3.51,3.5,3.94,3.92,52.9,52.6,66.3,65.5,14.50,14.77,1.84,1.84,7.46,7.48,1033,871,4,2.583E+02,2.605E+02,1.2,W,6.00,N,1,4.15,4.20,3.5,7.49,7.48,,,E,,36,,E,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.863620,"40.800740,",Provisional
H3,,2021-07-19T00:00:00.000,2:07 PM,W,24.53,24.52,23.00,3,19,16.93,16.97,2.73,2.7,4.52,4.50,59.7,59.4,64.1,62.8,9.88,9.91,1.64,1.64,7.45,7.43,1013,959,2,2.381E+02,2.320E+02,1.8,S,1.00,E,1,4.66,4.78,3.0,7.53,7.51,,,,,256,,E,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.93383,"40.828,",Provisional
N5,,2021-07-19T00:00:00.000,11:22 AM,W,25.68,23.14,52.20,3,50,5.73,24.79,1.03,3.8,6.03,4.97,76.4,67.0,59.0,68.7,1.24,16.18,4.22,1.60,7.75,7.70,1106,892,0,2.384E+02,2.533E+02,1.2,S,5.00,W,1,6.19,5.42,3.5,7.68,7.70,,,E,,60,,E,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,"40.7045,",Provisional
E8,,2021-07-19T00:00:00.000,4:00 PM,W,22.73,21.74,76.00,3,73,24.57,25.53,3.69,3.7,3.98,3.58,53.2,47.2,61.3,60.0,16.12,17.09,2.34,1.91,7.54,7.55,1276,947,0,2.521E+02,2.534E+02,0.5,W,2.00,E,1,4.14,3.91,3.5,7.57,7.57,,,,,71,,<,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.8205,"40.805,",Provisional
N1,,2021-07-19T00:00:00.000,1:00 PM,W,26.34,25.25,45.00,3,43,1.19,8.08,0.24,1.4,6.23,4.51,77.8,57.5,44.4,40.1,-2.34,3.07,3.54,2.01,7.73,7.54,1212,1113,0,2.323E+02,2.456E+02,0.8,S,4.00,N,1,6.31,4.77,1.5,7.77,7.48,,,E,,8,,<,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.91617,"40.9145,",Provisional
E15,,2021-07-19T00:00:00.000,5:26 PM,W,24.48,24.12,18.00,3,12,22.90,23.11,3.59,3.6,4.43,3.97,60.5,53.9,49.4,46.9,14.34,14.63,6.14,4.42,7.48,7.52,1693,1457,17,1.995E+02,2.033E+02,1.0,N,8.00,NW,1,4.39,4.38,2.5,7.51,7.47,,,,,220,,E,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.849400,"40.762620,",Provisional
NC1,,2021-07-20T00:00:00.000,9:59 AM,D,24.80,24.77,18.00,3,12,19.51,19.65,3.12,3.14,4.94,3.97,66.5,53.5,49.6,69.7,11.74,11.84,15.35,15.98,7.47,7.52,1343,1151,43,1.768E+02,1.770E+02,0.5,N,3.00,W,1,6.15,8.26,3.0,7.30,7.34,,,,,144,201,<,<,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.92704,"40.72455,",Provisional
WC1,,2021-07-20T00:00:00.000,10:05 AM,D,,,19.00,,,,,,,,,,,,,,,,,,,,,,,,0.2,E,5.00,NW,1,,,,7.11,,,,,,164,,,,96,,,,,,,,,,,,,,,,,,1.70,,,,,1.90,,,,23.10,,24.96,,,,,,,,,,,,,,,,3.38,,,-73.84228,"40.82775,",Provisional
K4,,2021-07-20T00:00:00.000,12:43 PM,D,25.08,24.94,36.00,3,33,17.51,17.55,2.85,2.8,4.60,4.48,61.6,59.8,72.8,66.8,10.16,10.23,2.26,2.15,7.52,7.55,1408,1294,0,1.594E+02,1.457E+02,2.0,S,5.00,W,1,4.88,5.23,3.0,7.56,7.53,,,,,88,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.21167,"40.567,",Provisional
CIC3,,2021-07-20T00:00:00.000,2:46 PM,D,24.71,24.22,16.00,3,14,18.67,20.10,3.00,3.2,6.39,5.69,85.6,76.1,70.3,68.6,11.05,12.37,5.66,3.75,7.78,7.75,1592,1442,70,1.429E+02,1.349E+02,2.0,W,5.00,S,1,6.48,7.12,4.0,7.84,7.83,,,E,,180,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.993680,"40.580200,",Provisional
GB1,,2021-07-20T00:00:00.000,3:01 PM,D,24.51,22.34,27.00,3,24,19.28,25.12,3.07,3.7,6.09,5.56,81.5,74.1,72.3,65.6,11.66,16.62,5.12,2.19,7.80,7.80,1532,1271,11,1.501E+02,1.443E+02,1.6,S,6.00,W,1,6.44,6.33,4.5,7.85,7.84,,,,,34,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.013667,"40.600000,",Provisional
K5,,2021-07-20T00:00:00.000,1:13 PM,D,25.28,23.95,40.00,3,41,19.07,24.36,3.09,3.8,3.71,2.33,50.3,31.7,71.9,75.8,11.26,15.62,5.07,2.47,7.49,7.52,1746,1482,0,1.632E+02,1.620E+02,1.0,N,5.00,W,1,3.85,3.44,4.0,7.56,7.52,,,,,76,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.25883,"40.50883,",Provisional
E13,,2021-07-20T00:00:00.000,10:25 AM,D,,,22.00,,,,,,,,,,,,,,,,,,,,,,,,1.1,E,5.00,NW,1,,,,7.33,,,,,,22,,E,,2,,,,,,,,,,,,,,,,,,0.97,,,,,3.94,,,,24.07,,23.27,,,,,,,,,,,,,,,,1.71,,,-73.84111,"40.80611,",Provisional
K1,,2021-07-20T00:00:00.000,11:27 AM,D,24.66,21.36,39.00,3,49,15.49,27.38,2.53,4.0,5.42,5.30,71.3,70.3,64.9,67.7,8.99,18.55,3.28,1.67,7.67,7.73,1580,1425,0,1.592E+02,1.500E+02,2.0,W,4.00,W,1,6.43,6.95,2.5,7.72,7.77,,,,,132,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.813,"40.643,",Provisional
G2,,2021-07-20T00:00:00.000,3:35 PM,D,25.38,24.05,21.00,3,19,17.12,19.90,2.81,3.1,6.20,4.86,83.3,64.8,71.3,77.6,9.76,12.24,7.36,2.33,7.75,7.70,1357,1035,30,1.780E+02,1.808E+02,1.0,E,5.00,S,1,5.93,6.34,4.5,7.76,7.73,,,E,,60,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.003333,"40.666667,",Provisional
HR03,,2021-07-20T00:00:00.000,11:14 AM,D,,,12.00,,,,,,,,,,,,,,,,,,,,,,,,0.4,E,5.00,NW,1,,,,7.24,,,,,,108,,E,,10,,,,,,,,,,,,,,,,,,21.17,,,,,2.02,,,,24.03,,25.79,,,,,,,,,,,,,,,,2.94,,,-73.82087,"40.88087,",Provisional
WC2,,2021-07-20T00:00:00.000,9:49 AM,D,,,14.00,,,,,,,,,,,,,,,,,,,,,,,,0.2,E,5.00,NW,1,,,,7.01,,,,,,147,,E,,36,,,,,,,,,,,,,,,,,,3.60,,,,,0.32,,,,23.01,,25.49,,,,,,,,,,,,,,,,7.10,,,-73.83984,"40.83888,",Provisional
K5A,,2021-07-20T00:00:00.000,1:27 PM,D,25.36,24.71,30.00,3,13,19.78,22.27,3.20,3.5,3.96,2.53,53.9,34.6,69.181,78.9,11.73,13.81,8.52,4.41,7.54,7.54,1765,1731,92,1.739E+02,1.783E+02,1.0,N,5.00,S,1,4.34,3.30,3.5,7.57,7.53,,,,,58,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.24583,"40.4845,",Provisional
N8,,2021-07-20T00:00:00.000,3:11 PM,D,24.54,21.36,83.00,3,78,17.86,27.05,2.87,3.9,6.10,5.53,81.0,73.2,71.0,71.4,10.64,18.25,5.75,1.95,7.81,7.81,1115,907,0,1.901E+02,1.938E+02,2.0,S,10.00,W,1,6.30,6.53,4.0,7.85,7.85,,,,,46,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0455,"40.60617,",Provisional
HR1,,2021-07-20T00:00:00.000,11:23 AM,D,,,18.00,,,,,,,,,,,,,,,,,,,,,,,,0.4,E,5.00,NW,1,,,,7.58,,,,,,92,,<,,10,,,,,,,,,,,,,,,,,,16.06,,,,,5.43,,,,23.80,,25.80,,,,,,,,,,,,,,,,2.80,,,-73.82131,"40.8687,",Provisional
K2,,2021-07-20T00:00:00.000,11:49 AM,D,25.08,24.36,31.00,3,28,15.97,18.23,2.62,2.9,4.57,4.68,60.6,62.1,69.4237,56.0,9.00,11.05,2.24,1.94,7.54,7.57,1696,1467,1,1.528E+02,1.429E+02,1.0,N,5.00,W,1,4.76,5.41,3.0,7.56,7.56,,,,,176,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.153,"40.64117,",Provisional
NC3,,2021-07-20T00:00:00.000,10:22 AM,D,24.83,24.35,22.00,3,18,19.95,20.59,3.19,3.25,3.52,3.06,47.6,41.1,67.1,54.0,12.03,12.69,8.00,3.32,7.37,7.41,1402,1198,4,1.599E+02,1.687E+02,0.6,N,2.00,NW,1,4.47,4.15,4.0,7.37,7.34,,,,,80,124,<,<,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.94617,"40.73717,",Provisional
N6,,2021-07-20T00:00:00.000,11:00 AM,D,25.29,21.68,52.00,3,42,9.27,26.81,1.60,3.9,5.72,5.42,73.5,72.0,57.8,72.1,4.20,17.64,3.49,1.79,7.70,7.74,1548,1344,0,1.573E+02,1.506E+02,5.0,N,4.00,W,1,5.69,6.64,2.5,7.64,7.80,,,,,379,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.05133,"40.66467,",Provisional
E13,D,2021-07-20T00:00:00.000,10:25 AM,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,E,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.84111,"40.80611,",Provisional
K3,,2021-07-20T00:00:00.000,12:06 PM,D,24.82,24.00,43.00,3,39,17.24,19.57,2.79,3.1,4.91,4.80,65.4,63.8,73.4,64.8,10.03,11.98,2.57,1.75,7.57,7.59,1688,1193,0,1.674E+02,1.604E+02,2.0,S,5.00,W,1,6.37,6.25,3.5,7.62,7.61,,,,,80,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.19583,"40.6375,",Provisional
K6,,2021-07-20T00:00:00.000,2:07 PM,D,25.92,23.14,19.00,3,17,21.02,23.93,3.42,3.6,9.55,5.84,132.3,78.5,60.7,81.0,12.55,15.32,15.72,6.19,8.13,7.92,1753,1365,26,1.582E+02,1.525E+02,1.2,E,6.00,S,1,8.99,10.55,3.5,8.19,8.11,,,,,11,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.10083,"40.51033,",Provisional
NC0,,2021-07-20T00:00:00.000,9:39 AM,D,25.33,25.34,18.00,3,15,18.54,18.54,3.02,3.02,5.15,5.14,69.7,69.5,60.2,61.4,10.86,10.86,13.28,13.26,7.24,7.25,1195,709,7,1.695E+02,1.693E+02,0.7,E,1.00,N,1,5.40,6.60,2.5,7.16,7.18,,,,,1410,1320,<,<,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration on,-73.93156,"40.71496,",Provisional
E12,,2021-07-20T00:00:00.000,11:36 AM,D,,,13.00,,,,,,,,,,,,,,,,,,,,,,,,0.4,E,5.00,NW,1,,,,7.53,,,,E,,20,,<,,10,,,,,,,,,,,,,,,,,,17.51,,,,,5.02,,,,25.06,,24.66,,,,,,,,,,,,,,,,3.31,,,-73.80945,"40.85444,",Provisional
N7,,2021-07-20T00:00:00.000,11:09 AM,D,25.31,21.35,43.00,3,43,10.48,27.49,1.79,4.0,5.81,5.44,75.0,72.2,62.6,66.6,4.92,18.92,3.02,1.94,7.74,7.75,1549,1297,0,1.812E+02,1.863E+02,5.0,N,5.00,W,1,7.18,5.77,2.5,7.72,7.82,,,,,620,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.05383,"40.64383,",Provisional
NC2,,2021-07-20T00:00:00.000,10:10 AM,D,24.82,24.42,16.00,3,15,19.64,20.65,3.14,3.27,5.14,2.44,69.3,32.8,56.7,70.1,11.78,12.72,16.38,1.92,7.40,7.32,1338,1132,25,1.528E+02,1.260E+02,0.5,N,5.00,NW,1,4.76,3.82,3.0,7.41,7.33,,,,,164,100,<,<,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.9355,"40.72883,",Provisional
HR2,,2021-07-20T00:00:00.000,11:02 AM,D,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,0.4,E,5.00,NW,1,,,,7.08,,,,,,290,,E,,70,,,,,,,,,,,,,,,,,,27.84,,,,,0.50,,,,23.33,,26.15,,,,,,,,,,,,,,,,5.17,,Brown water. Dead fish,-73.82403,"40.88791,",Provisional
K5,D,2021-07-20T00:00:00.000,1:13 PM,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90,3.46,4.5,,,,,,,76,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.25883,"40.50883,",Provisional
NC0A,,2021-07-20T00:00:00.000,9:48 AM,D,24.91,24.61,16.00,3,14,19.32,19.89,3.10,3.17,6.06,2.46,81.7,33.1,52.8,72.0,11.54,12.02,17.51,-1.13,7.32,7.28,1337,1060,15,1.708E+02,1.622E+02,1.0,N,2.00,N,1,5.70,5.59,2.5,7.27,7.80,,,,,396,540,<,<,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration on,-73.924667,"40.718167,",Provisional
